country,year,n_extreme_vars,max_z_score,extreme_high_vars,extreme_low_vars,extreme_high_count,extreme_low_count
Malawi,2018,6,2.218779085813676,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, max_monthly_wind_speed, mean_annual_rsn",,6,0
Malawi,2019,10,2.2099585208442623,"max_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, runoff_days, no2_mean, mean_annual_rsn","annual_total_evap, mean_latent_heat",8,2
Malawi,2020,6,2.3272926581515505,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_runoff, mean_annual_rsn",,6,0
Malawi,2021,8,2.031430355161288,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, drought_episodes, mean_dry_area, pressure_variability, mean_annual_rsn",,8,0
Malawi,2022,11,2.4256695298117115,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","min_monthly_soil_moisture, mean_annual_net_solar",9,2
Malawi,2023,13,5.067184027378691,"mean_temp, anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, runoff_days, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,12,1
Morocco,1990,1,1.823644865871729,no2_mean,,1,0
Morocco,1992,2,1.9312364744029271,max_monthly_wind_speed,mean_temp,1,1
Morocco,1993,1,2.305304536835955,,mean_temp,0,1
Morocco,1995,1,1.707052218788756,pressure_variability,,1,0
Morocco,1996,6,3.2310207758962277,"heavy_rain_days, extreme_rain_days, runoff_days, max_runoff","annual_total_evap, mean_latent_heat",4,2
Morocco,1999,5,2.1123330455543887,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_wind_speed, mean_annual_rsn",,5,0
Morocco,2000,5,1.823644865871729,"annual_dry_area, drought_episodes, no2_mean, mean_annual_net_solar",mean_annual_net_thermal,4,1
Morocco,2001,6,1.9090187300117913,"annual_dry_area, drought_episodes, mean_dry_area, mean_annual_net_solar","min_monthly_soil_moisture, mean_sensible_heat",4,2
Morocco,2003,1,1.8629416528522036,,min_temp,0,1
Morocco,2005,3,2.4274895860444006,"annual_freeze_burden, mean_cold_area",mean_sensible_heat,2,1
Morocco,2006,3,2.313602293061765,"anomaly_cold_days, winter_mean_snow_density, mean_annual_rsn",,3,0
Morocco,2008,1,1.5378548242006207,max_monthly_wind_speed,,1,0
Morocco,2009,2,2.2150534714101773,"max_year_precip, max_runoff",,2,0
Morocco,2010,5,3.1661683051716207,"heavy_rain_days, extreme_rain_days, runoff_days","annual_total_evap, mean_latent_heat",3,2
Morocco,2012,2,2.3347362536485554,"max_temp, anomaly_cold_days",,2,0
Morocco,2014,1,1.9767248354723808,max_year_precip,,1,0
Morocco,2015,1,1.7472659469821494,pressure_variability,,1,0
Morocco,2017,10,2.4091680354741714,"heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, evap_deficit, pm2.5_mean","min_temp, mean_annual_net_thermal",8,2
Morocco,2018,1,2.093629892913947,mean_annual_wind_speed,,1,0
Morocco,2019,1,1.7612222941634001,ozone_mean,,1,0
Morocco,2020,3,1.9237966597784812,"evap_deficit, ozone_mean",mean_annual_rsn,2,1
Morocco,2021,2,1.6984613868471887,anomaly_heat_days,min_monthly_soil_moisture,1,1
Morocco,2022,10,1.8925736945827407,"mean_temp, heat_episodes, pm2.5_mean, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","mean_soil_moisture, mean_annual_net_solar",8,2
Morocco,2023,18,5.41454361536757,"mean_temp, max_temp, anomaly_heat_days, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, drought_episodes, mean_dry_area, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","mean_soil_moisture, mean_annual_rsn, mean_annual_net_solar",15,3
Mozambique,1990,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,1991,6,2.5205010480170467,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_runoff, mean_annual_rsn",,6,0
Mozambique,1992,20,1.9705556898499559,"anomaly_heat_days, heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, evap_deficit, annual_total_evap, mean_annual_rsn, mean_annual_net_solar, mean_latent_heat","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",16,4
Mozambique,1993,5,1.6620639077702428,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn",,5,0
Mozambique,1994,6,3.021476419341598,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",min_temp,5,1
Mozambique,1995,6,2.0203473650116712,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_wind_speed, mean_annual_rsn",,6,0
Mozambique,1996,5,1.9368438585523065,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,5,0
Mozambique,1997,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,1998,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,1999,9,3.0248696670811235,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_runoff, mean_annual_rsn","mean_temp, annual_total_evap, mean_latent_heat",6,3
Mozambique,2000,10,2.2795116969702223,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, pressure_variability, mean_annual_rsn, mean_sensible_heat","mean_temp, annual_total_evap, mean_latent_heat",7,3
Mozambique,2001,5,2.066453778598529,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",,5,0
Mozambique,2002,5,1.7915953277699475,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, mean_annual_rsn",,5,0
Mozambique,2003,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,2004,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,2005,16,2.878303591461092,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, evap_deficit, mean_annual_rsn, mean_annual_net_solar","mean_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",13,3
Mozambique,2006,5,1.4621655796952218,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, ozone_mean, mean_annual_rsn",,5,0
Mozambique,2007,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,2008,5,1.6118515442615737,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, mean_annual_rsn",,5,0
Mozambique,2009,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,2010,5,1.8393220055198105,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",,5,0
Mozambique,2011,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,2012,5,2.224626520993799,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",min_temp,4,1
Mozambique,2013,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,2014,5,1.5235098635274011,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, no2_mean, mean_annual_rsn",,5,0
Mozambique,2015,9,2.4470665296819907,"max_temp, extreme_heat_episodes, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, drought_episodes, mean_dry_area, mean_annual_rsn",,9,0
Mozambique,2016,7,1.853419420457036,"mean_temp, anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",min_monthly_soil_moisture,6,1
Mozambique,2017,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,2018,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Mozambique,2019,7,2.8090402941441335,"max_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, runoff_days, mean_annual_rsn",,7,0
Mozambique,2020,6,1.8710444484199897,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, ozone_mean, mean_annual_wind_speed, mean_annual_rsn",,6,0
Mozambique,2021,5,1.9105203871847263,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",,5,0
Mozambique,2022,8,2.098993994953679,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal",mean_annual_net_solar,7,1
Mozambique,2023,12,5.077829075005198,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, runoff_days, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,11,1
Netherlands,1990,4,2.2891674375763023,"pm2.5_mean, no2_mean, max_monthly_wind_speed, mean_annual_wind_speed",,4,0
Netherlands,1991,1,1.3593026914062052,pm2.5_mean,,1,0
Netherlands,1993,3,1.997258649975119,"anomaly_cold_days, heavy_rain_days, pressure_variability",,3,0
Netherlands,1994,3,2.2183495903185646,"heat_episodes, extreme_heat_episodes, max_year_precip",,3,0
Netherlands,1995,8,2.190310463515002,"anomaly_heat_days, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, runoff_days",min_monthly_soil_moisture,7,1
Netherlands,1996,10,3.2697828617446767,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, annual_total_evap, mean_annual_rsn, mean_latent_heat","mean_temp, mean_sensible_heat",8,2
Netherlands,1997,1,2.2340364266854977,,min_temp,0,1
Netherlands,1998,5,2.783883256202697,"extreme_rain_days, runoff_days, mean_annual_net_thermal, mean_sensible_heat",mean_annual_net_solar,4,1
Netherlands,2000,2,1.8101147863522322,"mean_annual_wind_speed, mean_sensible_heat",,2,0
Netherlands,2002,1,1.8574676006773811,ozone_mean,,1,0
Netherlands,2003,8,2.3944665969739987,"anomaly_heat_days, annual_dry_area, drought_episodes, mean_dry_area, ozone_mean, mean_annual_net_solar","mean_soil_moisture, mean_annual_net_thermal",6,2
Netherlands,2004,2,1.8574676006773811,"max_runoff, ozone_mean",,2,0
Netherlands,2005,1,2.4516892226027123,,min_temp,0,1
Netherlands,2006,7,2.0135202337416747,"anomaly_heat_days, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area",,7,0
Netherlands,2007,2,0.8341953854133004,,"annual_total_evap, mean_latent_heat",0,2
Netherlands,2008,1,3.902890918553662,max_runoff,,1,0
Netherlands,2010,5,2.649744283625581,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",mean_temp,4,1
Netherlands,2012,1,2.2245753460613473,pressure_variability,,1,0
Netherlands,2014,2,0.7227713759295027,,"annual_total_evap, mean_latent_heat",0,2
Netherlands,2018,9,2.2698180130460965,"annual_dry_area, drought_episodes, mean_dry_area, evap_deficit, mean_annual_net_solar","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",5,4
Netherlands,2019,2,2.647686302158573,max_temp,mean_annual_rsn,1,1
Netherlands,2020,4,2.2237644469383624,"mean_temp, evap_deficit, max_monthly_wind_speed",mean_annual_rsn,3,1
Netherlands,2021,3,2.1851531380425513,"heavy_rain_days, extreme_rain_days, annual_potential_evap",,3,0
Netherlands,2022,1,1.763954321805828,max_temp,,1,0
Netherlands,2023,6,5.119994747542349,"mean_temp, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat",mean_annual_net_solar,5,1
Nicaragua,1990,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,1991,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,1992,7,1.8998412326749394,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","mean_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",4,3
Nicaragua,1993,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,1994,6,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn, mean_annual_net_solar",mean_annual_net_thermal,5,1
Nicaragua,1995,5,1.875104141956199,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",,5,0
Nicaragua,1996,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,1997,5,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn, mean_annual_net_solar",,5,0
Nicaragua,1998,15,3.0506195645898537,"mean_temp, max_temp, anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, annual_dry_area, drought_episodes, mean_dry_area, evap_deficit, max_runoff, mean_annual_rsn","min_monthly_soil_moisture, mean_sensible_heat",13,2
Nicaragua,1999,6,2.2039664023425183,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",mean_temp,5,1
Nicaragua,2000,8,1.5370305355705263,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_wind_speed, mean_annual_rsn","mean_temp, mean_soil_moisture",6,2
Nicaragua,2001,6,2.1398741491159012,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, evap_deficit, max_monthly_wind_speed, mean_annual_rsn",,6,0
Nicaragua,2002,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,2003,6,1.711978272835954,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, ozone_mean, mean_annual_rsn",,6,0
Nicaragua,2004,5,1.7727298046998414,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn",,5,0
Nicaragua,2005,5,1.858344358224595,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",,5,0
Nicaragua,2006,5,1.8097496030007683,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",min_temp,4,1
Nicaragua,2007,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,2008,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,2009,5,1.6098932976125724,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",min_temp,4,1
Nicaragua,2010,9,3.2371682430000246,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, annual_dry_area, drought_episodes, mean_dry_area, mean_annual_rsn",,9,0
Nicaragua,2011,5,1.1602702399153013,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, no2_mean, mean_annual_rsn",,5,0
Nicaragua,2012,7,2.2664548179186452,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, ozone_mean, mean_annual_rsn","annual_total_evap, mean_latent_heat",5,2
Nicaragua,2013,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,2014,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,2015,11,2.189640163790681,"heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_wind_speed, mean_annual_rsn",,11,0
Nicaragua,2016,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,2017,8,2.1663003606847524,"max_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, mean_annual_rsn","annual_total_evap, mean_latent_heat",6,2
Nicaragua,2018,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,2019,11,2.235974934038027,"heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, mean_annual_rsn",,11,0
Nicaragua,2020,9,2.1421773732285625,"anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, runoff_days, max_runoff, mean_annual_rsn",min_monthly_soil_moisture,8,1
Nicaragua,2021,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Nicaragua,2022,12,2.7113984055925786,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, runoff_days, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,11,1
Nicaragua,2023,11,5.3185486303177285,"mean_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,10,1
Niger,1990,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,1991,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,1992,6,2.200116976868234,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",mean_temp,5,1
Niger,1993,2,5.659453309702644,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,1994,5,1.8933722943403646,"anomaly_cold_days, winter_mean_snow_density, runoff_days, mean_annual_rsn",mean_temp,4,1
Niger,1995,6,4.202217945809495,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",min_temp,5,1
Niger,1996,7,1.6691211581735463,"extreme_heat_episodes, winter_mean_snow_density, annual_total_evap, mean_annual_rsn, mean_annual_net_solar, mean_latent_heat",mean_soil_moisture,6,1
Niger,1997,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,1998,5,1.8800387235527207,"winter_mean_snow_density, heavy_rain_days, mean_annual_rsn","annual_total_evap, mean_latent_heat",3,2
Niger,1999,7,2.5811357345922064,"winter_mean_snow_density, heavy_rain_days, extreme_rain_days, runoff_days, mean_annual_rsn","annual_total_evap, mean_latent_heat",5,2
Niger,2000,6,2.112792502134689,"winter_mean_snow_density, max_monthly_wind_speed, mean_annual_wind_speed, mean_annual_rsn, mean_annual_net_solar",mean_annual_net_thermal,5,1
Niger,2001,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,2002,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,2003,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,2004,3,1.5785910681397517,"winter_mean_snow_density, annual_dry_area, mean_annual_rsn",,3,0
Niger,2005,4,2.043282436692691,"heat_episodes, winter_mean_snow_density, mean_annual_rsn",min_monthly_soil_moisture,3,1
Niger,2006,3,1.4371280240515387,"winter_mean_snow_density, drought_episodes, mean_annual_rsn",,3,0
Niger,2007,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,2008,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,2009,3,0.5141656925756468,"winter_mean_snow_density, mean_annual_rsn",mean_sensible_heat,2,1
Niger,2010,11,2.461279210342216,"mean_temp, max_temp, anomaly_heat_days, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, winter_mean_snow_density, mean_annual_rsn",,11,0
Niger,2011,4,0.6894977734506075,"winter_mean_snow_density, evap_deficit, mean_annual_rsn",mean_sensible_heat,3,1
Niger,2012,3,1.7329894000428678,"winter_mean_snow_density, max_runoff, mean_annual_rsn",,3,0
Niger,2013,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,2014,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,2015,8,2.3961808381624574,"max_temp, winter_mean_snow_density, pm2.5_mean, max_monthly_wind_speed, mean_annual_wind_speed, pressure_variability, mean_annual_rsn",min_temp,7,1
Niger,2016,4,1.8177801388752028,"anomaly_heat_days, winter_mean_snow_density, pm2.5_mean, mean_annual_rsn",,4,0
Niger,2017,3,1.5809159364682366,"winter_mean_snow_density, max_year_precip, mean_annual_rsn",,3,0
Niger,2018,2,0.17149858514428776,"winter_mean_snow_density, mean_annual_rsn",,2,0
Niger,2019,5,1.9595755580683294,"winter_mean_snow_density, max_year_precip, ozone_mean, no2_mean, mean_annual_rsn",,5,0
Niger,2020,3,2.2318472616047154,"winter_mean_snow_density, ozone_mean, mean_annual_rsn",,3,0
Niger,2021,14,2.3085654413774335,"extreme_area, caution_area, mean_caution_area, mean_extreme_area, winter_mean_snow_density, annual_dry_area, drought_episodes, mean_dry_area, evap_deficit, max_runoff, mean_annual_rsn","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal",11,3
Niger,2022,7,1.7012435199905058,"winter_mean_snow_density, extreme_rain_days, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_sensible_heat",mean_annual_net_solar,6,1
Niger,2023,10,5.371249945144141,"mean_temp, winter_mean_snow_density, mean_dry_area, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,9,1
Pakistan,1990,1,2.773574304132788,no2_mean,,1,0
Pakistan,1991,3,2.1530930885456585,"anomaly_cold_days, winter_mean_snow_density, mean_annual_rsn",,3,0
Pakistan,1992,2,1.8458135217570415,heavy_rain_days,mean_temp,1,1
Pakistan,1994,7,2.22753535587838,"anomaly_heat_days, extreme_rain_days, runoff_days, max_runoff, pressure_variability","annual_total_evap, mean_latent_heat",5,2
Pakistan,1995,2,2.1530930885456585,"anomaly_cold_days, pressure_variability",,2,0
Pakistan,1996,1,2.2607371532056186,runoff_days,,1,0
Pakistan,1997,3,2.1554675602722346,,"mean_temp, annual_total_evap, mean_latent_heat",0,3
Pakistan,1998,1,1.4011195684218511,,min_monthly_soil_moisture,0,1
Pakistan,2000,11,2.0928928663278574,"heat_episodes, annual_dry_area, drought_episodes, mean_dry_area, evap_deficit, mean_annual_wind_speed, mean_annual_net_solar","min_temp, mean_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",7,4
Pakistan,2001,2,1.9997632996026977,drought_episodes,mean_annual_rsn,1,1
Pakistan,2002,10,2.9217396314368975,"anomaly_heat_days, evap_deficit, max_monthly_wind_speed, mean_annual_wind_speed, annual_total_evap, mean_annual_net_solar, mean_latent_heat","mean_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",7,3
Pakistan,2004,6,1.9141409278391126,"extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, max_monthly_wind_speed",,6,0
Pakistan,2005,2,2.262462742442564,"winter_mean_snow_density, mean_annual_rsn",,2,0
Pakistan,2006,1,2.511561930311005,,min_temp,0,1
Pakistan,2008,1,1.6819859044864498,extreme_heat_episodes,,1,0
Pakistan,2010,2,2.1216375201921847,"max_temp, heat_episodes",,2,0
Pakistan,2011,1,1.9417995580385239,max_year_precip,,1,0
Pakistan,2012,2,2.622171850876807,"annual_freeze_burden, mean_cold_area",,2,0
Pakistan,2014,2,1.5603871957435722,"annual_freeze_burden, mean_cold_area",,2,0
Pakistan,2016,8,2.938029090955492,"mean_temp, extreme_area, caution_area, mean_caution_area, mean_extreme_area, max_year_precip, max_runoff",min_monthly_soil_moisture,7,1
Pakistan,2017,2,2.6122307810351413,"max_temp, ozone_mean",,2,0
Pakistan,2018,2,2.576755583198842,"mean_temp, pm2.5_mean",,2,0
Pakistan,2020,2,2.1241272390325374,"heavy_rain_days, ozone_mean",,2,0
Pakistan,2021,3,1.9012572617542935,"annual_dry_area, mean_dry_area, pm2.5_mean",,3,0
Pakistan,2022,6,1.988266498780684,"extreme_rain_days, annual_potential_evap, mean_annual_net_thermal, mean_sensible_heat","mean_annual_rsn, mean_annual_net_solar",4,2
Pakistan,2023,6,5.114213912390615,"annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,5,1
Philippines,1990,5,1.5499323630908894,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",,5,0
Philippines,1991,9,2.36010294733286,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, drought_episodes, mean_dry_area, pm2.5_mean, mean_annual_wind_speed, mean_annual_rsn",,9,0
Philippines,1992,13,2.324988629937262,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, evap_deficit, pressure_variability, mean_annual_rsn, mean_annual_net_solar","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",9,4
Philippines,1993,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Philippines,1994,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Philippines,1995,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Philippines,1996,6,1.5900820944095826,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn",mean_temp,5,1
Philippines,1997,5,2.6768397461269937,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,5,0
Philippines,1998,21,3.070222418211774,"mean_temp, max_temp, anomaly_heat_days, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, evap_deficit, mean_annual_rsn, mean_annual_net_solar","min_temp, mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",16,5
Philippines,1999,6,1.356297160256057,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn, mean_sensible_heat",mean_temp,5,1
Philippines,2000,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Philippines,2001,8,2.6087445835717817,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_runoff, mean_annual_rsn","annual_total_evap, mean_latent_heat",6,2
